Series Name,Series Code,Country Name,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Population growth (annual %),SP.POP.GROW,Albania,ALB,-0.165151040121679,-0.183211384606402,-0.207046999760594,-0.291205786840436,-0.159880412127734,-0.0919722937442495,-0.246732042281782,-0.426007367032238,-0.574206959244013,..
Population growth (annual %),SP.POP.GROW,Algeria,DZA,1.95146367479529,2.00270360530766,2.03358715504452,2.0453720881528,2.05135237337878,2.04490931275225,2.00739866314238,1.93398334424168,1.83653350440444,..
Population growth (annual %),SP.POP.GROW,American Samoa,ASM,-0.154365337947318,0.0861867792564065,0.132725922558567,0.026882443238318,-0.120130903326101,-0.219117153655893,-0.280883888014678,-0.269018785914943,-0.208127919920259,..
Population growth (annual %),SP.POP.GROW,Andorra,AND,-1.58992366767347,-2.03074436920753,-1.94651826894114,-1.55213476921424,-0.898980862435393,-0.38628103925755,0.0142852505031622,0.179041785311253,0.154134127179226,..
Population growth (annual %),SP.POP.GROW,Angola,AGO,3.59775453949706,3.55199742692341,3.49744741099259,3.43886936840162,3.37826943218091,3.32215836256296,3.2761445879162,3.24291402840967,3.21853035205175,..
Population growth (annual %),SP.POP.GROW,Antigua and Barbuda,ATG,1.28802773688723,1.2126557898666,1.14304343305706,1.08418161589205,1.00909459019292,0.952914631258636,0.894078681398432,0.861445783881833,0.833667148911523,..
Population growth (annual %),SP.POP.GROW,Argentina,ARG,1.13690569378967,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048,..
Population growth (annual %),SP.POP.GROW,Armenia,ARM,0.26742945492201,0.461930535014127,0.509812126446043,0.450705991935445,0.361260408326477,0.293899005891436,0.235799808401976,0.202624027586126,0.185983344838062,..
Population growth (annual %),SP.POP.GROW,Aruba,ABW,0.503385467824644,0.583290430309314,0.590508188771418,0.541048337127457,0.502859513587608,0.471874002595904,0.459265888430662,0.437414675818993,0.428016948088116,..
Population growth (annual %),SP.POP.GROW,Australia,AUS,1.74582000067359,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.68452310845434,1.53610551570388,1.52165367749095,1.28293313733698,..
Population growth (annual %),SP.POP.GROW,Austria,AUT,0.45593747231891,0.589387254692989,0.781541632525841,1.12099250236958,1.08139629872802,0.694621103604983,0.487071924768999,0.444673639004876,0.415176731565556,..
Population growth (annual %),SP.POP.GROW,Azerbaijan,AZE,1.32876382733755,1.29344702700591,1.24820899735588,1.19120985807018,1.11785721013911,0.98126180450475,0.866316916370841,0.846646726414021,0.684365325388407,..
Population growth (annual %),SP.POP.GROW,"Bahamas, The",BHS,1.10570789821922,0.980106184007713,0.93876021994633,0.959964408799924,0.990005732547738,1.00728534144547,1.01280016721917,0.993659489537656,0.961253495469737,..
Population growth (annual %),SP.POP.GROW,Bahrain,BHR,1.69035809880424,1.15390705309184,1.5875995721769,2.64276663660774,3.85657694585171,4.67804747089484,4.92102429600582,4.4686878342058,3.61532480809725,..
Population growth (annual %),SP.POP.GROW,Bangladesh,BGD,1.15400610453827,1.15595091365323,1.1429302161114,1.11909103277687,1.09528840382819,1.07553524898766,1.05357030023873,1.02919664944804,1.00277418143487,..
Population growth (annual %),SP.POP.GROW,Barbados,BRB,0.250933189719929,0.20986218775708,0.186604261703996,0.176093438142998,0.164937660504219,0.150692216122692,0.143488326481972,0.132831081778268,0.121868007673422,..
Population growth (annual %),SP.POP.GROW,Belarus,BLR,-0.156617600248906,-0.0383800002667846,0.056151567510169,0.132853236725342,0.0877210878706449,-0.109782322950581,-0.213824206997671,-0.201786600970723,-0.42347525027949,..
Population growth (annual %),SP.POP.GROW,Belgium,BEL,0.620163579337378,0.471340143966627,0.44392928847521,0.579446241677791,0.506300002451376,0.385228018372369,0.455184695275022,0.540461327098122,0.47983828253632,..
Population growth (annual %),SP.POP.GROW,Belize,BLZ,2.32413036818372,2.25427414346617,2.19127515015067,2.11686041760718,2.04936387658783,1.98239700826474,1.9229790570947,1.88259837762914,1.84529559225359,..
Population growth (annual %),SP.POP.GROW,Benin,BEN,2.79772118064924,2.79071643360586,2.78209237028195,2.77183788570358,2.76136092814418,2.74990222166209,2.73485620295269,2.71521854979345,2.69237381344614,..
Population growth (annual %),SP.POP.GROW,Bermuda,BMU,0.361775877335588,0.312791570829084,0.210544188304464,0.151869636092964,-1.05247097968271,-1.0605345960762,0.0719919900882055,-0.00938732086552398,-0.0156474933035009,..
Population growth (annual %),SP.POP.GROW,Bhutan,BTN,1.18793062766492,1.22581161024797,1.23391673082009,1.22080001903125,1.2045829397843,1.19507395930716,1.17777914017278,1.14637925209774,1.11006114109419,..
Population growth (annual %),SP.POP.GROW,Bolivia,BOL,1.60004361529199,1.57457928674147,1.54497716852867,1.51294243320221,1.48019596651052,1.449144413215,1.42189080360535,1.39913335536684,1.37952758307147,..
Population growth (annual %),SP.POP.GROW,Bosnia and Herzegovina,BIH,-1.54695841535682,-1.74536474373628,-1.72230731218996,-1.52630451114807,-1.26472845809142,-1.03088019890592,-0.827063451812447,-0.692266996375143,-0.613297985300864,..
Population growth (annual %),SP.POP.GROW,Botswana,BWA,1.19090216555368,1.12138806019311,1.25595158309984,1.52506854883531,1.83197313579572,2.06884765539921,2.1974164684246,2.1781688165261,2.05887502746375,..
Population growth (annual %),SP.POP.GROW,Brazil,BRA,0.893525506727112,0.873605695817564,0.855795964130977,0.838838953278811,0.823752152538353,0.807145245445964,0.783844259734468,0.751550842096973,0.712872791114979,..
Population growth (annual %),SP.POP.GROW,British Virgin Islands,VGB,1.15129386789758,0.681694348292795,0.466846183758763,0.560784501633955,0.707658970811351,0.719598502488329,0.76817196579097,0.795618290651402,0.676956293539422,..
Population growth (annual %),SP.POP.GROW,Brunei Darussalam,BRN,1.33977207261274,1.34852076714032,1.31764439034594,1.24557202006897,1.168569853619,1.11102778339034,1.04964282773986,1.00574227362596,0.961675067594484,..
Population growth (annual %),SP.POP.GROW,Bulgaria,BGR,-0.579220596364389,-0.559647217410859,-0.568389264052903,-0.638069468160719,-0.701382097841331,-0.730443175298289,-0.722080405222853,-0.703905641117455,-0.60024151846542,..
Population growth (annual %),SP.POP.GROW,Burkina Faso,BFA,2.99740381221435,2.98166398413105,2.96187533312778,2.93935056790969,2.91521308067141,2.89075088175118,2.86697911426999,2.8445964977375,2.82323073597345,..
Population growth (annual %),SP.POP.GROW,Burundi,BDI,3.15978509519121,3.13349808169981,3.13675679189263,3.15690795388679,3.17701485540777,3.18120007897113,3.16691169681282,3.1289321480628,3.07610176014791,..
Population growth (annual %),SP.POP.GROW,Cabo Verde,CPV,1.27140570454365,1.27811403978747,1.26912353358353,1.23949829305891,1.21227381499617,1.19012595595116,1.15884296629081,1.12865786215008,1.09448034644791,..
Population growth (annual %),SP.POP.GROW,Cambodia,KHM,1.63044345047096,1.6498363404781,1.6381168470705,1.60368077118284,1.56521446599878,1.53027452708458,1.49034315597302,1.44641184190217,1.39996509699246,..
Population growth (annual %),SP.POP.GROW,Cameroon,CMR,2.73124948919439,2.71824868984878,2.70152461390938,2.68184811095466,2.66050206631452,2.63775433447287,2.61228416133822,2.58417898206639,2.55430999948549,..
Population growth (annual %),SP.POP.GROW,Canada,CAN,1.08581726304756,1.05659125917789,1.00533757867378,0.746339477969813,1.13234865466606,1.19952071057872,1.41245586917998,1.43613682316886,1.15279707717736,..
Population growth (annual %),SP.POP.GROW,Cayman Islands,CYM,1.85900594957737,1.63171430781768,1.51516795672215,1.42452783813017,1.35658032447898,1.29898766487121,1.23870690281221,1.20199712360386,1.18163434441994,..
Population growth (annual %),SP.POP.GROW,Central African Republic,CAF,0.401398611232931,0.259647553067029,0.364133903303029,0.647515777004538,0.985784078923095,1.2774834969372,1.5191174668345,1.67466162763351,1.76684499168083,..
Population growth (annual %),SP.POP.GROW,Chad,TCD,3.37076756399417,3.35106893405564,3.29689942062191,3.22199984419079,3.14393299725849,3.07750673636919,3.02350454795029,2.98613014725798,2.95935371013085,..
Population growth (annual %),SP.POP.GROW,Channel Islands,CHI,0.656884924921003,0.607833548801146,0.65292181113547,0.77695280580967,0.923845527837761,1.03937906031209,1.079140799544,1.03163477664924,0.921644207578488,..
Population growth (annual %),SP.POP.GROW,Chile,CHL,0.96307999965156,0.978805917146093,1.06117867141393,1.17771785691816,1.32520687841934,1.42514142087535,1.39106423293431,1.18293256569455,0.862530028020963,..
Population growth (annual %),SP.POP.GROW,China,CHN,0.678345458846803,0.666072977690069,0.630326389541893,0.581456146657648,0.573050906069647,0.605245013482969,0.467672053461959,0.354740890170827,0.225947587112011,..
Population growth (annual %),SP.POP.GROW,Colombia,COL,0.900335047336095,0.906920982436048,1.0104897504141,1.1704451989867,1.3676499516175,1.51374743470421,1.52423594388212,1.35678804331132,1.07376749290975,..
Population growth (annual %),SP.POP.GROW,Comoros,COM,2.41713114831259,2.4085085351559,2.38254831579554,2.34845598521899,2.30927369612098,2.27324455021872,2.23941634435226,2.20646505841421,2.17435502569656,..
Population growth (annual %),SP.POP.GROW,"Congo, Dem. Rep.",COD,3.33757066956072,3.33135585036626,3.31967815794583,3.3028191819646,3.28293417455056,3.25850577170009,3.22669886135312,3.18708626507603,3.14265160815163,..
Population growth (annual %),SP.POP.GROW,"Congo, Rep.",COG,2.59092527223385,2.46504470838409,2.440535491773,2.48375698671647,2.53956659003454,2.57067057638817,2.58172086705774,2.56282646096789,2.52500982802432,..
Population growth (annual %),SP.POP.GROW,Costa Rica,CRI,1.17835234575071,1.14757030077983,1.1172644537537,1.0870985434196,1.05736605443833,1.02787999000234,0.994802059847413,0.957865009385917,0.91805992540637,..
Population growth (annual %),SP.POP.GROW,Cote d'Ivoire,CIV,2.43594320427159,2.47667884960598,2.50449558970766,2.52216477826712,2.53612860524997,2.54778157022741,2.55232234123969,2.54938709160815,2.54058456481746,..
Population growth (annual %),SP.POP.GROW,Croatia,HRV,-0.305655944795909,-0.278509062850129,-0.407343184777633,-0.824099163913538,-0.69838345731273,-1.20061016480925,-0.893486927711056,-0.554146739042888,-0.433210220837755,..
Population growth (annual %),SP.POP.GROW,Cuba,CUB,0.1817480467984,0.22724223275672,0.214142579335342,0.157902541706838,0.0911831698686808,0.036578756776887,-0.00978066226269748,-0.0411262892496893,-0.0606175631202249,..
Population growth (annual %),SP.POP.GROW,Curacao,CUW,0.829929595036991,1.13367890654299,1.34764139563651,1.31959390251523,1.06031644056836,0.319536038312865,-0.525178744011738,-1.19643951751799,-1.59676619476798,..
Population growth (annual %),SP.POP.GROW,Cyprus,CYP,0.903504247637881,0.774057448341904,0.734358831588459,0.751316386354157,0.789476881596144,0.808217946249284,0.80854929846874,0.779957016025289,0.7304469214141,..
Population growth (annual %),SP.POP.GROW,Czech Republic,CZE,0.139925655740972,0.0331699460503076,0.105277581527518,0.196588748472653,0.192048415842684,0.265642663548985,0.334427262299794,0.393788864202175,0.243222682211879,..
Population growth (annual %),SP.POP.GROW,Denmark,DNK,0.376272242619955,0.416901360752097,0.507053283010163,0.706423849687002,0.780392644135167,0.643350903737356,0.495838925879129,0.358130915892652,0.291641177476633,..
Population growth (annual %),SP.POP.GROW,Djibouti,DJI,1.6802510753989,1.73119808534073,1.72966983945298,1.68713196053581,1.64062894888599,1.59974199816625,1.55786869505917,1.51455950269865,1.4728347321268,..
Population growth (annual %),SP.POP.GROW,Dominica,DMA,0.0592108062919439,0.091566712743407,0.101329964338399,0.118088664559983,0.1852866155223,0.214335327593936,0.23202839477624,0.253775391715059,0.254522074272768,..
Population growth (annual %),SP.POP.GROW,Dominican Republic,DOM,1.19223652132696,1.17433819883707,1.15722499834282,1.13948330027521,1.12250979934744,1.10348624035038,1.07886200909288,1.04662057856427,1.00939108305127,..
Population growth (annual %),SP.POP.GROW,Ecuador,ECU,1.4989154903973,1.49689924339943,1.54370951998338,1.61793842153926,1.70687458770944,1.76850279585209,1.76565269522798,1.67917269268893,1.53874114229084,..
Population growth (annual %),SP.POP.GROW,"Egypt, Arab Rep.",EGY,2.21474099517289,2.26795425995553,2.25925135870425,2.20702533886058,2.14522226806526,2.09083266789985,2.0332723991851,1.97628022437557,1.92024763689114,..
Population growth (annual %),SP.POP.GROW,El Salvador,SLV,0.439491797451583,0.450320730659221,0.462504406912423,0.475379938992478,0.489163801354667,0.501983868180685,0.509273429616579,0.509699113997832,0.50466302323087,..
Population growth (annual %),SP.POP.GROW,Equatorial Guinea,GNQ,4.39405251755149,4.29188431716242,4.17228049316185,4.04289647772825,3.910797910143,3.78110663523236,3.65334093213133,3.52884025293578,3.40761945937311,..
Population growth (annual %),SP.POP.GROW,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..
Population growth (annual %),SP.POP.GROW,Estonia,EST,-0.357944411443807,-0.355891802625531,-0.262256175097854,0.0655525295417938,0.0291122255540077,0.121070631466687,0.348039137980543,0.368313695574019,0.197565581248676,..
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,2.82962796762188,2.82701488481635,2.79992468847357,2.75611161556288,2.70807265338359,2.66341448153029,2.61996917105787,2.57969708764895,2.54138646419898,..
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,0.0585418904841778,0.121156431932627,0.133519724423689,0.187461000533659,0.245250985462817,0.31710199733865,0.353222225693126,0.370469890859404,0.385475452201148,..
Population growth (annual %),SP.POP.GROW,Fiji,FJI,0.186749844268206,0.0620570008249373,0.0975723050605574,0.251861863930646,0.433535156741165,0.577645837253693,0.684860282111394,0.729092657357544,0.726492630179755,..
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.475809486683209,0.460723772785295,0.413560207519414,0.329383885818507,0.287421401687637,0.234670531705453,0.132641040791912,0.110191690491055,0.143641197212847,..
Population growth (annual %),SP.POP.GROW,France,FRA,0.483998961260596,0.514773829097755,0.473706907839969,0.355569240058298,0.263868788565368,0.29020211635109,0.274451849056795,0.218824148997353,0.194582449295141,..
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,0.481837052041604,0.495804118415203,0.509552892497902,0.516123546754037,0.532049201477854,0.556400386544863,0.565206883686247,0.578860345386691,0.578020813572585,..
Population growth (annual %),SP.POP.GROW,Gabon,GAB,3.78858379514105,3.77941142417916,3.60662305351134,3.33525107312594,3.04363801829034,2.79587459437534,2.60348679566927,2.48404317871067,2.41695722640636,..
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,3.03116971169135,3.03420154965796,3.02595091827443,3.00872083418281,2.98837300675649,2.96906958481079,2.94601268814255,2.92186286632026,2.89536550569189,..
Population growth (annual %),SP.POP.GROW,Georgia,GEO,-0.736565518814038,-0.300972141406188,0.0469539002549217,0.157481405176007,0.0598165991047394,0.0133860746662629,-0.0390365463489613,-0.171565740223868,0.0686562494680967,..
Population growth (annual %),SP.POP.GROW,Germany,DEU,0.187727800567293,0.272900214681538,0.416877359168292,0.865702643950251,0.807218538573871,0.373724559895838,0.300526701992065,0.22551987421288,0.0816931586494595,..
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2.36948272778757,2.32382860718794,2.29181383680384,2.26877798247593,2.24660996015773,2.22050488189039,2.19285287421765,2.16258446185622,2.13076347294538,..
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,0.13380712958216,0.121757480110976,0.0949273283980588,0.0474298935790141,-0.0118553645663418,-0.0444701390350008,-0.023725496122441,-0.0266979132717019,-0.0445123677542554,..
Population growth (annual %),SP.POP.GROW,Greece,GRC,-0.540752950543684,-0.725120806658085,-0.666113290031891,-0.658861360878339,-0.415913028277122,-0.197783224759792,-0.202880238259165,-0.105339392724138,-0.19630166467846,..
Population growth (annual %),SP.POP.GROW,Greenland,GRL,-0.14072121935205,-0.577265864735276,-0.333398666658893,-0.322038549275343,0.128227978389047,-0.0267006062623867,-0.263828878276887,0.359917714454119,0.252238303411568,..
Population growth (annual %),SP.POP.GROW,Grenada,GRD,0.621740443257645,0.667831666227163,0.670747705283378,0.64347164631606,0.600367480579,0.552600021547813,0.517266573481224,0.494964112035921,0.460536799472609,..
Population growth (annual %),SP.POP.GROW,Guam,GUM,0.18768774278448,0.265289398890178,0.368363503065816,0.522831661338121,0.675497259109631,0.814724473342243,0.902290919869412,0.915743567783526,0.885514507508963,..
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,1.77749578673149,1.75716769812924,1.72875760277972,1.69146509302391,1.65807331834237,1.62765379973835,1.60038598150372,1.56038604781094,1.51998785357799,..
Population growth (annual %),SP.POP.GROW,Guinea,GIN,2.197958681877,2.23532763160631,2.34225412440163,2.4898348435131,2.64435773103833,2.764879904347,2.8331175118102,2.83478481749442,2.79160707922075,..
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,2.65074262506761,2.66076608274062,2.644755927701,2.6111512533031,2.57011948297183,2.53224925787499,2.4935051959006,2.45652856791883,2.42141061795942,..
Population growth (annual %),SP.POP.GROW,Guyana,GUY,0.445663749260621,0.514040832989459,0.537221878235554,0.530702759294195,0.510790065048753,0.498520023687447,0.487575158848574,0.482526666451711,0.482243720375381,..
Population growth (annual %),SP.POP.GROW,Haiti,HTI,1.48005462449313,1.45027666858973,1.41613128249998,1.37950998738794,1.34139498435713,1.3050204632281,1.27405022512994,1.24985422874917,1.23054925437201,..
